start,end,start_ms,end_ms,speaker,text
00:38:42,00:39:44,2322466,2384946,Barry Prizant,"for like six weeks. And then after the cast comes off, then they put a bar with two with the orthopedic shoes, right? And the shoes are pointing out and you have to wear that and most of the time, you know. I remember it being during naps and stuff, you know. Like it was it was a thing that well, I had to do it with my oldest daughter too. Like I my daughter had the same problem. So I know. So there's that misalignment that I think you should pay attention to, you know, because it the body's telling us something, right? It's telling us that we need to pay attention to what's going on as far as oh I take it I personally I take it back to feelings too, but with my guests I have talked with them about the fact that there's misalignments in the body that we could address as well. So it's kind of a long answer. I don't know if that gives you"
00:39:45,00:41:07,2385814,2467798,David Kaufer,"It does. Yeah. No, I no, I'm just kinda thinking as you're talking, about that. You know, the whole body approach. I th I think it makes so much sense. And I think it's something that we've continued to learn about, you know, as people in the medical profession. It's kind of getting back to what you said earlier. It's kind of funny. You can we start w the topic was talking about kind of the vision therapy and then of course You think about just the eyes, right? This is just a you know has to and we and we do that with our body, right? It's just and in healthcare in general. Just one thing. Oh, you have a problem with headaches or whatever. So it's just, you know, it's a it's a headache problem. And you know, where could we find out later it could be something related to a spine issue, you know, a misalignment that's everything's to your point. Everything is so much more connected than I think we're taught or realize or assume or whatever. I'm you know, I'm again I'm not sure. It's kind of like one of those systemic things. And I'm sure I think some of it's probably just kind of the you know, traditional healthcare approach that specialists in our age of specialists, you kind of choose especially and so right. I don't know. And they don't talk right."
00:41:05,00:41:33,2465014,2493622,Barry Prizant,"And they don't talk to each other. And in our world today with vision even, the ophthalmologists and the vision therapy doctors don't typically talk to each other either, which I think is malpractice, honestly, because there's so much good that can be done when they collaborate. You know, if I hadn't had vision therapy, surgery, and more vision therapy, I would not have gained three D vision."
00:41:34,00:41:34,2494455,2494824,David Kaufer,Right.
00:41:35,00:41:56,2495288,2516696,Barry Prizant,"But there's so few doctors that work together. You know, and if you go in and you only have the surgery, the percentage of success isn't even being measured. If you want if you want the result to be three D vision, they're only measuring whether the eyes are aligned. So it th they consider it a 'cause cosmetic surgery."
00:41:56,00:42:18,2516884,2538974,David Kaufer,"Right. That makes sense. Wow. Why don't they talk more? Is it ego? Is it just is I mean, is there is it is it a turf battle? I mean, I honestly don't know. I mean again we see this in other areas, right? I mean I I'm drawing analogies to you know the world I'm most familiar with in the autism world, but in this world, what do you see, Denise?"
00:42:21,00:42:39,2541827,2559296,Barry Prizant,"I think it's an ego problem personally, you know. I think they're so t caught up in where's the scientific proof, you know? Well who's gonna do these studies that prove that you're gaining three D vision, you know? It's"
00:42:40,00:42:42,2560418,2562244,David Kaufer,So that's is that kind of their
00:42:43,00:43:08,2563586,2588788,Barry Prizant,"Yeah, that they'll say there's no studies that prove it works. Well, there's all kinds of people who can say, look, this worked for me, you know, but everyone's problem is so specific. Doing double blind studies doesn't even work. I mean, there's how would you even do a study like that? You can't find people whose situation is exactly the same, no one's is. So you can't do a study on it."
00:43:01,00:44:05,2581246,2645574,David Kaufer,"How would we right. That is so interesting. and again, that I was just gonna say, Denise, that's the connection. That's exact because that's exactly the battle that parents and you know non speakers are fighting as well in our world. And when talking about the world of letterboards and you know, we call it spelling to communicate and all this, the establishment, in this case the speech and hearing association, therapist association. They use the exact same argument. There's no s you know, this isn't scientific. There's no scientific proof. And the response is, you know, the proof is in what you're seeing. I mean, people are using it successfully. And it sounds very similar to what you're saying with vision therapy. So it sounds like kind of traditional I eye doctors see vision therapy as I don't know, is do they see it as like woo-woo sort or kind of"
00:44:06,00:44:31,2646826,2671298,Barry Prizant,"Yeah, I think they do. there's so many times that they just say, Oh, it doesn't work, or you're not a candidate, or they don't even mention it to someone who's been in for vis for eye surgery. They'll say, Well, this surgery might not work, you might need another one. I mean, I'm on these support groups for Strubismus on Facebook and it's a constant thing."
00:44:32,00:44:33,2672875,2673405,David Kaufer,Wow.
00:44:33,00:44:35,2673634,2675295,Barry Prizant,They just they don't tell him about it.
00:44:36,00:45:08,2676844,2708365,David Kaufer,"Yeah, that's like I said, that's that blows me away in a way, again the parallels that we see. And you don't you don't know what you don't know. So going back 'cause you know, one of the c obvious questions would be, Denise, is for parents, what should they be looking for? I mean, if your if your eye doctor's not gonna give you a heads up, like, hey, here's you know, here's something to look for, if they're not gonna steer you to vision therapy or you know, some of these other you know Treatments? What should the parents be looking for?"
00:45:09,00:45:37,2709484,2737898,Barry Prizant,"Well, I kind of alluded to it a little bit with what I mentioned about my daughter's story. You know, th asking those specific questions if your child is verbal and can tell you, right? Obviously it's way harder if your child's not verbal and they can't tell you, but I have a little checklist that I made for parents. Again, it's gonna it's gonna be a little harder depending on your child. But if they're"
00:45:38,00:45:45,2738062,2745970,David Kaufer,"But no, it's is it on your website or do you do you have that I want to hear it?"
00:45:41,00:46:15,2741482,2775478,Barry Prizant,"Yeah, and I can go I can go over the short list. It's a very yeah, so they lose place or skip lines or reread something and when they're reading. they avoid reading or they get frustrated really quickly. they would understand better when they're listening than when they're reading. They have a short attention span for schoolwork, but if they have a preferred activity, their attention span is long. they get tired or emotional or overwhelmed during learning tasks."
00:46:17,00:46:17,2777002,2777443,David Kaufer,Right.
00:46:17,00:46:41,2777880,2801282,Barry Prizant,"They're clumsy like I was. They bump into things or they struggle with coordination. anytime you've been told everything is fine and you still have concerns, that's the time to go and have it checked out, you know. But the thing is that a regular optometrist or an ophthalmologist is not gonna look for the same kinds of things as a developmental optometrist will look for."
00:46:42,00:46:43,2802806,2803210,David Kaufer,Right.
00:46:43,00:46:45,2803938,2805943,Barry Prizant,So you really have to go to the right doctor.
00:46:47,00:47:07,2807614,2827706,David Kaufer,"That makes a lot of sense now. And this is kind of this may be kind of a dumb question, but can if your child has, you know, this type of vision and w I mean, would they still be able to appear normal, yeah, but they have normal vision in other ways, like playing video games or things like that. Is that affected?"
00:47:09,00:47:13,2829524,2833696,Barry Prizant,"Yeah, I mean a video game isn't gonna have a depth perception requirement."
00:47:14,00:47:16,2834360,2836651,David Kaufer,So that's easy that's easier 'cause it's not okay.
00:47:16,00:47:31,2836930,2851778,Barry Prizant,"Yeah. I mean it's in two D most of the time, you know, unless you're playing with the VR headset. Which actually a lot of vision therapy doctors are starting to use the VR."
00:47:31,00:47:34,2851894,2854701,David Kaufer,"I was wondering about that, if that would be helpful with that."
00:47:36,00:47:49,2856044,2869618,Barry Prizant,"Yeah, I actually even have one and I I've been so anti-video games that I can't make myself do it, but I bought one and I was like, I'm gonna do this. And I haven't. But it is something that a lot of patients find very helpful."
00:47:51,00:48:17,2871392,2897010,David Kaufer,"Yeah, no, you've just you've got me thinking in terms of and I'm just thinking, are there are there any other questions that you can ask your child again that maybe aren't reading related or things I'm thinking about again, our audience who maybe have non-speakers but can communicate through typing. are there any other side things that they can ask or ways to try to determine if this is a problem or a potential problem or issue?"
00:48:17,00:48:56,2897080,2936294,Barry Prizant,"This things I'm seeing in on these checklists are gonna have to do with being able to keep your place, you know. So the hand eye coordination piece could apply to nonverbal, you know, if they if they have a hard time even picking something up or catching or whatever, right? That's a high hand eye coordination issue. I remember Gillian saying that she used to stick out her pinky when she was grabbing the cup. You know, because it helped her orient where her hand was gonna go. oh You would see compensations in that hand eye coordination piece."
00:48:48,00:49:26,2928564,2966456,David Kaufer,"Where her hand was, yeah. Okay. Great. Well, let's move on to our weekly segments because I know that you are prepared. Thank you, Denise, for coming prepared. yeah. And so we're gonna start off and for each of these, just give you fair warning, we do have little jingles that will that Dave, producer Dave will play and then we'll get we'll start off with the tip of the week. It won't necessarily be autism tip of the week, but it'll be Denise's tip of the week."
00:49:27,00:49:41,2967478,2981276,Barry Prizant,"Hey parents, gather round, it's time to speak We're here with your tip of the week Strategies and wisdom just for you Autism parents, we know what you go through"
00:49:44,00:49:52,2984926,2992025,David Kaufer,"All right, it's time for our tip of the week. And as I mentioned earlier, I know that Denise, you brought one for us. What do you have?"
00:49:53,00:50:10,2993656,3010636,Barry Prizant,"Well, we've kind of talked about it a little bit already, but just pointing to the fact that a child may be able to see clearly and still have difficulty using their two eyes together, and a regular vision screening, even at a doctor's office, may not tell the whole story."
00:50:11,00:50:22,3011648,3022657,David Kaufer,"Okay, that's a great that's a great tip. and I was gonna ask kind of a related tip, if every parent could know one thing about binocular vision, what would it be?"
00:50:26,00:50:39,3026274,3039982,Barry Prizant,"Well, not everyone has it. Okay. You know. Yeah. It I think we just take that for granted. not just as a parent, but as a as a person alive on the earth today, we just think everyone sees like we do."
00:50:40,00:50:42,3040960,3042750,David Kaufer,"Yeah, right. You just assume that."
00:50:43,00:50:59,3043796,3059634,Barry Prizant,"I've talked to so many people they don't even know what binocular vision means. They and I there I say, Well, I didn't see in three D before and they say, Well, do I see in three D? I said, Well, probably. I don't know. I can't see like you do."
00:50:57,00:51:30,3057112,3090182,David Kaufer,"I don't think. Yeah, that's funny. All right. Next up we have factor fiction. Time ready, and here we go. This is autism factor fiction. We're breaking down what's real, what's rumored, and what might surprise you. Let's go. All right. So this is again where I like to introduce potential stereotypes or myths or, you know, things that may misperspe misperceptions that may be out there. But"
00:51:07,00:51:08,3067249,3068626,Barry Prizant,oh
00:51:30,00:51:32,3090654,3092760,David Kaufer,"Denise, what do you have for fact or fiction?"
00:51:33,00:51:48,3093218,3108846,Barry Prizant,"Well, again, we've talked about a lot of this, so I'm kind of feeling like maybe this is just a review. the fact or fiction that I chose was twenty means that your vision is fine."
00:51:50,00:52:07,3110368,3127982,David Kaufer,Right. I think that's a big one though. I think that bears repeating because I think that's such a that it that I think that's just presumed to be fact. I think that's just so ingrained in us that that's the goal. It's just all about twenty vision that you don't even don't even think about that.
00:52:09,00:52:18,3129260,3138061,Barry Prizant,Right. And because my gl my glasses corrected my vision so that it was twenty I must be fine. Right.
00:52:18,00:52:32,3138975,3152268,David Kaufer,"Yeah. And I guess kind of related to that would be, you know, I'd jotted down, you know, like my child passed their vision screening, you know, at school. So I'm everything's fine. That yeah. That true."
00:52:32,00:52:39,3152822,3159217,Barry Prizant,And being told that you're fine for years and years and years. And knowing that you're not really.
00:52:41,00:52:51,3161142,3171608,David Kaufer,"I mean there's a little bit of trauma that goes with that, right? I mean kinda isn't it a little bit of being like gaslit for so many years? Like you're like, I know this isn't true, but I can't prove it."
00:52:52,00:52:55,3172418,3175928,Barry Prizant,"Yes, and I've heard it from many of my guests as well."
00:52:57,00:53:00,3177876,3180426,David Kaufer,"That they knew that they knew something was wrong, but"
00:53:01,00:53:33,3181718,3213707,Barry Prizant,"Yeah, and one in particular had the strabismus surgery and went back to her surgeon and said, You know, I'm really struggling. She had a complete breakdown of her visual system after her surgery. You know, you move the eyes around, she's used to compensating a certain way. And her eyes had no idea what to do at that point. And this was a while after the surgery that she had this complete breakdown. And they treated her like she was crazy, like she should just But they literally said, it's all in your head."
00:53:35,00:53:36,3215637,3216437,David Kaufer,Unbelievable.
00:53:37,00:53:43,3217000,3223566,Barry Prizant,It was all into her head because it was her brain not knowing how to tell her how to work together. Right.
00:53:43,00:54:17,3223575,3257612,David Kaufer,"Right, No, I go back to li the point you made w right off the bat, Denise, in terms of how our eyes are muscles and if you're gonna have surgery on a muscle, it's just like anything else. Like I can't imagine someone who goes through, say, you know, again, sports related that people relate, you know, can go through ACL surgery and just like you just have surgery and then say, Okay, you're good to go. Without PT, right? Without any type of follow up. I mean, it sounds like that's kind of the expectation with eye the eye surgery."
00:54:17,00:54:35,3257854,3275544,Barry Prizant,It is. Yeah. And that's actually one of my favorite analogies. You would never have surgery on any other part of your body and not have physical therapy surgery or after surgery or both. Right. And yet that's what we are doing all the time with vision with our eyes with our eye surgery.
00:54:26,00:54:57,3266627,3297214,David Kaufer,"Yeah. That's crazy. Sorry. That's that really is crazy. I mean, that's just I guess it just seems yeah. It seems like there's we need to progress the view there. Like in as we have in so many other areas of medicine and healthcare. I'll put it that way. Saying it's just crazy isn't very productive."
00:54:58,00:55:07,3298252,3307621,Barry Prizant,"Well, it's not but the a awareness is what we're trying to do so that people will know that there needs to be a ship. You know, it we ha we have to demand it of the doctors."
00:55:08,00:55:51,3308620,3351540,David Kaufer,"Right. Yeah. And that's yeah, and that that's kind of like a whole nother conversation, right, Denise, is changing our mindset. as patients in general, as advocates for our kids, you know, dealing with doctors. trusting them as experts, which they are, they're trained, they're, you know, they have a lot of education and training, which deserves respect. But that doesn't mean they're all known. all knowing and they and they don't know our bodies. I mean they can't at best a lot of what they're doing is still kind of making educated guesses about the approach, which, you know, that's just the way it works. But"
00:55:52,00:56:32,3352138,3392798,Barry Prizant,"And it's true in the vision therapy room too. They have to figure out where the missing piece is, you know. And you can talk about vision therapy with relation to traumatic brain injury and everything too. And, you know, I've had many of my guests that work with that. population say if you've treated one person with a traumatic brain injury, you've treated one person with a traumatic brain injury, you know. So there's just a lot of things going on with that, you know, and I think some of the autistic population falls into that traumatic brain injury category too, right? And so it's just they're practicing medicine, you know, they're trying to figure it out."
00:56:27,00:56:42,3387021,3402509,David Kaufer,"Yeah. Yeah, for sure. No, I mean it's fascinating. All right. Well, next up on our segment is gonna be our confession of the week, parent confession."
00:56:48,00:57:11,3408428,3431246,Barry Prizant,"Teens can go astray, found socks in the fridge one day. Laughter's the best remedy, hey, we're just finding our own way. Sharing joys and moments we seek, honest tales that make us unique. Join the crowd, we're never meek."
00:57:14,00:57:31,3434292,3451782,David Kaufer,"All right, now's the time when we get to, as I always say, share our humanity so that we don't have just have the answers. We've made mistakes too. And Denise, I mean, with six kids, I'm sure there's a couple of things that may have come to mind. But what, yeah, what would you like to share with everyone?"
00:57:32,00:58:27,3452396,3507924,Barry Prizant,"Well, you know, we I already talked about my daughter Abby and how I didn't know that she needed vision therapy till I knew, right? I don't talk about this a lot, but I actually had a another child who had some struggles and still does actually. there's another vision issue called convergence insufficiency. And My son had been struggling in school. We thought that he was just lazy because he could read, he could do the work. If he did the work, he got a hundred percent, he got an A. If most of the time he didn't do the work, most of the time. And it was not until he was 15 that we had him diagnosed."
00:58:19,00:58:19,3499490,3499911,David Kaufer,Okay.
00:58:29,00:58:33,3509152,3513632,Barry Prizant,And my doctor said it was probably the worst case of convergence insufficiency he'd ever seen.
00:58:35,00:58:37,3515478,3517218,David Kaufer,What is it? Can you give it a
00:58:37,00:58:55,3517558,3535948,Barry Prizant,"Convergence insufficiency means that when you try to focus close, your eyes just give up. You can only sustain the convergence, the eyes working together close up for a limited amount of time before it's just too tiring and it it's"
00:58:56,00:58:58,3536202,3538210,David Kaufer,"It's like a overload probably, right?"
00:58:58,00:59:27,3538486,3567830,Barry Prizant,"And you just don't want to do it, right? Which is so why he wouldn't focus on his work, you know. Just didn't want to do it because it was so hard to do it. And I did I took him to vision therapy. He did several months of vision therapy, and he was just not really progressing with it, you know. Okay. Yeah. And so, you know, by that age, it's really hard to force them to do it."
00:59:19,00:59:28,3559576,3568803,David Kaufer,Okay. Sure.
00:59:29,00:59:39,3569190,3579220,Barry Prizant,And I gave up. That's my big convention actually. I don't I hardly ever talk about it.
00:59:40,00:59:41,3580844,3581218,David Kaufer,Yeah.
00:59:41,00:59:51,3581312,3591094,Barry Prizant,"And it's still I mean, he doesn't if he wants to do something he figures out how to do it. He's very smart. He can do whatever he wants to. But it schoolwork is not it."
00:59:52,01:00:01,3592524,3601714,David Kaufer,"He's yeah, he it sounds like he's found other ways of coping and other ways to get things done. But he also knows that option's there, right?"
01:00:01,01:00:10,3601698,3610444,Barry Prizant,"He does. Yeah. And I've told him that many times. You know, you can go back and do the vision therapy and get the results if you want to."
01:00:12,01:01:08,3612130,3668408,David Kaufer,"Yeah. Well that I can see where that would be really difficult. But there's only so much that you can do too, right? I mean, that's the part that I think we all struggle with as parents is we you know, we want to be able to control as much as we can. We want to be able to boost our kids and help them. And I was just having that conversation with my brother the other day. It's a it's a really tough balancing act between like is it pushing too hard or you know. and pulling back too far too. And I the unfortunately there's no there's no perfect answer, right? You just do what you just do what you think is best. But yeah, thank you. Thank you for sharing that. That's I mean I really appreciate that. Well we're gonna turn it around 180 and again because we like to end this on a lighter note. So we have our semi news segment which is light on the spectrum."
01:00:52,01:01:29,3652024,3689821,Barry Prizant,"Yeah. Light on the spectrum, oh a moment, person or story bring in something good. It feels hopeful, grounded, not performative. Use it for a person, a moment, a breakthrough, a story."
01:01:31,01:01:39,3691848,3699213,David Kaufer,"All right, so like I said, what do you have for us, Denise, to give our listeners, parents out there, a little bit of hope?"
01:01:40,01:02:56,3700878,3776578,Barry Prizant,"Well, I think that the my story is my biggest gift, right? Because neuroplasticity is a real thing, you know. You don't have to say, Oh, this is just the way it is. And I mean I've heard it so many times. People will say, I have permanent double vision. I will never see in 3D. Happens all the time, you know. And When I went into my surgeon for my first visit with him and I told him that my goal was to see in 3D, he didn't take that super well, really. You know, he actually told me that he wanted me to come back in and do some more testing because they were getting some new machine in there that was gonna be able to gauge whether I'd be successful, that kind of thing. And I already knew I was gonna be successful. But He didn't, you know, and so I waited and I went back in and I did their all their s testing and stuff and found out that he actually and I'm it probably shouldn't share, but I knew he knew that he thought that I was being unrealistic."
01:02:57,01:03:06,3777344,3786156,David Kaufer,"Right, sure. He's being he's being overly cautious or overly skeptical or you know choose your choose your word, right? I mean."
01:03:07,01:03:34,3787308,3814578,Barry Prizant,"Right. But I mean neuroplasticity says our brains can change, right? The way we see can change, the way we do things can change, we our bodies can improve in many different ways, right? We see that all the time at every age. But yeah. Doesn't matter if you're fifty or seventy or twenty, right? It can change. And so my"
01:03:24,01:03:25,3804758,3805618,David Kaufer,We're out of
01:03:36,01:03:41,3816088,3821494,Barry Prizant,"gift is that I proven it can change. You know, I gained three D vision at age fifty four."
01:03:43,01:04:15,3823222,3855392,David Kaufer,"That's amazing. Yeah, that's a great message. That should give a lot of people hope. And like you said, especially the message about neuroplasticity and just how it can't be emphasized enough because again there's so many contexts where we hear that. like you said, I have permanent XYZ. for those of us like in an autism world, you know, we've dealt with a lot of negativity and we've and now we're seeing a lot of positives. So before we wrap up, Denise, how can people find you?"
01:04:16,01:04:44,3856768,3884826,Barry Prizant,"Well, I have my podcast on every podcast player. And recently I put it on YouTube. It's got a static image. I don't do video because I'm not that but well I just haven't felt like I could edit a video. I'm good at editing audio. So it but it is on YouTube, it's on all the podcast players, Healing Our Site. I have a Facebook group also called Healing Our Site."
01:04:26,01:04:27,3866894,3867215,David Kaufer,Okay.
01:04:45,01:04:53,3885771,3893240,Barry Prizant,And website. Healing our site. Awesome. Yeah. So they can reach me in any of those ways.
01:04:54,01:05:46,3894872,3946429,David Kaufer,"Great. Well thank you, Denise, for joining us today. I really enjoyed the conversation. I know that our listeners and viewers will walk away looking at a vision. And eyes, maybe even the brain, a little differently. And thanks to all of you for spending part of your day with us. If you enjoyed today's episode, please subscribe, leave us a review, share it with someone you think would benefit from the conversation. This is one of the best ways to help us reach more families. Continue bringing these important stories to a wider audience. I'd also like to give a special thank you. To our producer, my guy, Dave Yaz, and the entire team at Pod 617. Dave's been with me since the beginning of our podcast. We're coming up on two years. His expertise, creativity, and friendship have helped make the lighter side of the spectrum what it is today. So again, thank you, Denise, and we'll catch everyone else next week."
